Sample_Name,nosZ.006,nosZ.008,nosZ.013,nosZ.014,nosZ.015,nosZ.016,nosZ.018,nosZ.022,nosZ.025,nosZ.027,nosZ.028,nosZ.030,nosZ.033,nosZ.037,nosZ.039,nosZ.044,nosZ.057,nosZ.071,nosZ.077,nosZ.081,nosZ.093,nosZ.096,norB.006,norB.018,norB.020,norB.033,norB.034,norB.036,norB.037,norB.048,norB.051,norB.058,norB.062,norB.065,norB.068,norB.069,norB.072,norB.076,norB.098,norB.104,norB.114,norB.117,norB.121,norB.123,norB.128,norB.141,nirS.004,nirS.005,nirS.016,nirS.023,nirS.026,nirS.036,nirS.041,nirS.042,nirS.045,nirS.050,nirS.052,nirS.053,nirS.055,nirS.057,nirS.059,nirS.065,nirS.067,nirS.070,nirS.071,nirS.073,nirS.074,nirS.075,nirS.081,nirS.085,nirS.090,nirS.093,nirK.001,nirK.005,nirK.006,nirK.011,nirK.018,nirK.021,nirK.025,nirK.027,nirK.030,nirK.032,nirK.034,nirK.036,nirK.038,nirK.042,nirK.044,nirK.047,nirK.048,nirK.070,nirK.073,nirK.088,nirK.100,nirK.103,nirK.105,nirK.119,Internal_ID,Plant,Year,Nitrogen,Days
5053_M_2015_P30_N200_A_20180703_CABBI,19.47257125,14.56074861,21.33560388,20.17592633,17.51382033,14.55480865,18.55872498,19.17421567,19.8953624,13.64413329,18.76873793,19.66464992,19.61403994,19.82859825,18.39496345,20.18399599,16.39624038,17.15407913,17.88837622,19.34178358,20.85938637,18.95039449,18.01279755,40,18.133789,18.83469824,17.70691905,18.45428998,19.33608411,19.06573362,17.73614555,18.7828148,18.48333569,18.92063136,17.90868847,17.19049935,17.92302766,19.88131907,11.92844924,19.35017295,20.55234467,15.78520549,18.91764874,20.41201534,18.56008528,21.02497107,17.53526156,20.91989011,20.16194977,16.80191302,18.21328403,18.62093941,18.3369014,20.84948792,18.34209497,18.64914827,17.4688042,19.21564554,17.83877715,19.21473878,19.24029169,20.02598777,15.34944072,18.52041217,20.43679621,16.28902835,21.11778872,16.53239569,16.99701943,21.39720357,21.56367865,21.61683624,17.18820551,18.38540633,19.47108964,17.21249857,18.99313131,20.87787892,18.7469759,15.58436479,19.21067991,16.76446534,17.69250828,18.88489964,18.00076493,19.62734614,18.83944845,19.74093018,19.29469354,18.18107375,19.88381772,18.87418675,18.34147321,18.71379184,19.00444978,20.54867713,5053,M,2015,200,55
5061_M_2016_P37_N400_A_20180703_CABBI,21.46685049,16.9666032,22.48159236,21.00718738,19.65600351,16.75615405,20.62722411,20.19150367,20.91432777,10.49024737,21.20127715,21.6166207,21.20780898,20.93428313,20.0109166,21.59930719,18.44377634,18.77314363,19.76078282,22.8425351,21.40274119,20.74326268,20.10753237,22.89356969,18.71327317,22.51844962,18.59153516,19.53723615,20.8338021,19.47938456,18.27967786,19.56901402,19.13835713,19.65304171,18.75588541,18.31390719,18.88777939,19.62814634,10.41271664,21.27041463,20.084265,17.32531778,19.98529131,21.69831628,19.40819341,40,18.73212558,40,21.13420886,14.94066704,20.27462427,20.09404607,19.40572668,22.88843951,19.25553682,21.34941256,18.93460945,20.16421368,19.68690354,20.89909551,22.19425425,22.06081123,16.64865497,16.7527091,22.467193,18.00584491,40,17.98766876,18.60991567,22.9994494,40,40,18.84789934,20.07386423,20.82613141,18.75711589,20.78804376,22.96263447,18.96627596,17.77225979,20.90095912,18.13677642,19.65993612,19.95024515,20.23369942,20.73576682,20.61346004,21.41222023,20.1457961,19.58767325,21.38613743,20.55969545,19.41058917,19.28215832,21.50750836,20.94051243,5061,M,2016,400,55
5069_M_2015_P44_N0_A_20180703_CABBI,19.66866342,15.17369811,21.01373584,20.88180779,17.62477503,15.00612332,18.70800572,20.64585669,19.94566275,11.49288033,19.09131475,20.05135323,20.49070376,19.93912257,18.58491518,20.63785503,17.01132139,17.69308838,18.39257631,20.31642005,21.55285415,19.69680412,18.41680349,20.79645103,18.17980507,18.66478789,17.52653708,18.54861048,19.16745877,19.22279841,18.1897662,19.02970786,18.44087421,18.57346246,17.87908502,17.31252292,17.86266886,19.86517552,11.42651664,19.37849406,20.18611795,15.84649174,18.59217055,20.05961849,18.69176208,21.44985261,17.63451001,22.29791208,19.75424169,15.51664506,18.88352835,18.49228197,18.04797866,20.03608634,18.38138204,19.16277277,17.57331904,18.44704081,17.59596107,18.63806869,20.19960125,20.28186329,15.06556608,16.64644484,21.30183383,16.20322577,20.70090771,16.71132442,16.78701276,20.91580525,20.92618137,21.90798608,17.07887037,18.3527034,19.22537568,16.40545693,19.09027986,20.3755384,18.45058126,15.55868069,18.7503101,17.11794001,17.7245257,18.50025383,17.78129546,20.10783158,18.9290703,20.81485778,19.44259646,18.43491405,19.95060456,19.41949768,18.12572376,18.60515774,19.53897644,20.9592608,5069,M,2015,0,55
5077_C_2018_P35_N0_A_20180703_CABBI,19.83417817,14.49387516,20.96131262,20.26197868,17.23889786,14.47506076,18.39310862,19.24503348,19.45158708,11.3445798,19.28230413,19.32684559,19.96695978,19.30874223,17.84713751,20.29281985,16.45141426,17.34563511,18.04256295,19.77827242,22.1162441,18.88331838,19.08494643,22.01880964,18.29946607,19.75417838,17.4877484,18.754874,19.44008082,19.36837362,17.71537565,18.8459899,18.23378557,19.02675046,17.76879758,17.5728695,17.93792167,18.99857097,11.46171212,19.22327098,19.93479962,15.47652938,18.4248231,19.53617476,17.99616451,21.51251684,17.29242184,21.07816985,19.59654451,15.49546116,18.58245961,18.48608376,17.56497367,19.86492254,17.88396887,19.39023082,17.61025749,18.91685342,17.68460586,18.74714281,19.22799295,20.17507249,15.28708979,17.26977176,20.82681933,16.58167152,19.83770007,16.655975,16.95573383,21.7084462,22.18321339,20.56769549,17.39872838,18.09612581,19.34353159,16.87015741,19.45661434,20.87397963,18.70080383,15.52911456,18.77767438,16.94852267,17.98401645,18.6092225,18.12122128,19.34076541,18.59099639,20.04901101,19.3971539,17.82199916,20.45749364,19.01225222,18.04987068,18.81526641,19.85022419,20.44822675,5077,C,2018,0,55
5085_C_2018_P43_N200_A_20180703_CABBI,19.35521575,15.03994505,22.1772089,20.62564113,17.52566864,14.98630293,18.69263811,20.12248247,20.25868923,11.99331326,18.94366567,19.37120343,20.90022392,19.81037858,18.49478296,20.67322765,16.95768995,17.42115344,17.93889308,20.06377092,21.01045598,19.33934204,16.82568603,19.79386818,18.63112665,17.43982496,17.93624525,19.01244565,19.80514787,19.75048642,18.18730973,19.3192642,18.74195156,18.65330257,18.00447575,17.95253257,18.4037691,18.99654211,12.16836313,19.15449513,20.03522018,15.37305255,17.94087411,19.97677827,17.85462686,22.72688229,16.91679233,20.85521469,19.61870495,16.45759431,18.99181312,18.58015084,17.66330727,19.66005659,17.80308545,19.07331941,17.3075253,18.74262466,17.60972264,18.61164436,19.4121399,20.21376719,15.24356445,16.98645363,20.832821,16.01150777,20.39060984,16.34657254,17.08359289,20.80490058,20.67006787,20.6973584,17.07553392,18.19378981,19.07246156,16.41034389,19.01890286,19.7833282,18.67233846,15.72320689,19.06128643,16.78593609,17.66721838,18.6484031,18.12008932,19.60809938,18.71042555,19.5880813,18.82802617,18.37782467,19.91944391,18.82108092,18.05035488,18.46294862,19.66335078,20.36500706,5085,C,2018,200,55
5093_M_2017_P48_N400_A_20180703_CABBI,19.26599694,14.32358986,21.40343791,20.85854739,17.40113531,14.53706395,18.51040658,19.65818792,19.31178504,10.6750594,18.93441148,19.38652984,20.91409208,19.26714893,17.53575553,20.27469049,16.48313151,17.30126586,17.79780764,19.18961304,21.31472163,19.16643987,18.73296909,21.65057683,17.68862541,19.05475579,17.47875698,18.7977138,18.87489316,19.04659568,17.52827363,18.53367986,18.18566107,18.63617938,17.83584115,17.52446376,17.67051796,18.95201469,11.50617007,18.81256895,19.67516982,15.08739593,18.07925815,19.17491251,17.56645063,22.06868072,16.97289613,20.88462338,18.63176618,15.77337245,18.28981584,17.74684023,16.72810341,18.71194566,17.62239527,18.4950087,17.37222103,18.67930188,16.94148417,17.98942006,18.96181709,19.67678109,14.92407765,17.41629056,20.72001817,16.02934865,20.99545643,16.11227312,16.18076631,22.1487693,21.06073075,21.37630036,16.71587319,17.84508115,18.34398726,16.16151647,18.368088,19.8713854,17.79261998,14.99217844,17.97434471,16.45121885,17.18042777,17.89852417,17.54434651,19.37703223,18.87257071,20.14192284,18.80773138,17.7987391,19.51567062,19.11968286,17.63356438,18.83761179,18.98429038,21.12499562,5093,M,2017,400,55
5101_M_2015_P55_N0_A_20180703_CABBI,18.9281817,13.90005854,20.90607308,20.02073446,17.05943044,14.02101999,17.84085028,19.00537318,19.001047,14.91780143,19.35881239,19.01038644,19.4176225,18.92379161,17.75907228,19.50487817,16.13587437,16.76438585,17.40596334,18.76068884,20.86150146,18.39167747,17.95510591,21.30029598,17.96580833,18.62849626,17.27943123,18.27482244,19.04218389,19.60169635,17.75038127,18.55059729,18.31379889,18.5611166,18.03700516,17.32584486,17.78572579,19.4521758,16.10211626,18.77042437,18.93202961,14.84864981,17.74101227,19.23657369,17.30767662,20.31459004,16.62799001,20.30531733,18.46913753,20.457867,17.81562461,17.59812476,16.75297463,19.05759255,17.03423251,18.9521942,17.39301592,18.5846561,17.26957238,18.59071054,19.28013075,20.07722598,14.67381604,18.97828702,21.25971483,16.20752565,20.45865962,16.20795624,16.33096755,20.25333498,21.13844128,20.94751388,16.94797335,18.01937697,18.73273608,16.31001649,18.5392909,20.93903944,18.3782041,15.01656941,18.45721686,16.57454433,17.48002519,18.25782727,17.21437505,19.11600296,18.61872812,19.80181186,18.94172276,18.29428184,19.49577788,18.61636187,17.86329679,19.16897944,18.88203287,20.86152629,5101,M,2015,0,55
5109_C_2018_P14_N0_BULK_DNA_20180703_CABBI,19.35720311,14.26301942,21.01094383,20.70403671,17.07863938,14.22437697,18.01215696,20.20619841,19.73807553,11.60858058,18.94972529,18.83867418,19.52112089,18.96631943,18.11807368,20.06688686,16.4578807,17.24135231,17.60002446,19.11384194,21.18802387,18.47696227,18.07683206,21.49998448,18.26597205,18.87473619,17.19408657,18.64898041,18.83566923,18.96588042,17.66735198,18.47003047,18.22866439,18.64193221,18.00818993,17.32297824,17.90801372,19.3559701,13.28147072,18.35558724,19.097848,14.61159603,17.77641439,19.04795464,17.70411239,20.2931845,16.48211641,20.91366972,18.78043929,17.94754596,17.65086051,17.49278181,16.7485975,19.04968387,17.24433888,18.73062128,16.86656964,18.3286529,16.77685643,18.87919117,19.80149518,19.67052552,14.6263791,17.87391176,20.02825333,15.88176838,21.15728045,15.82034438,16.19713147,20.23786669,21.22584188,20.48951146,16.62367287,17.93801579,18.63453571,16.23769716,18.40430305,19.75493179,18.02474249,14.86117853,18.55068267,16.48801058,17.40846676,18.25639,17.51913719,18.78017841,18.60014659,19.72793232,18.92647569,18.06775136,19.60889843,18.77930733,17.61238133,18.63730538,18.83213432,20.66646163,5109,C,2018,0,55
5117_M_2016_P9_N200_BULK_DNA_20180703_CABBI,18.96057878,14.01708885,20.56196221,19.78224176,17.01839669,14.02997997,18.26418378,19.8708625,19.6649085,14.36078719,18.89489,18.92290715,19.52072581,19.24048553,17.89846978,19.70511165,16.47408629,16.81067018,17.42701957,19.13075962,20.50067708,18.399153,17.74663823,21.70453288,18.07836478,17.9695436,17.18449577,18.46564353,19.49958832,19.08890567,17.67621172,18.97319676,18.40069024,18.94588394,17.97046314,17.57862491,17.71293156,19.8793478,12.67346988,18.91541239,19.28009024,14.85249553,17.57794748,19.2491518,17.49819619,20.0594214,16.59279047,21.81661109,18.63508359,17.72096893,17.98684529,17.88026266,16.65834326,18.91743703,17.16435339,18.57911473,16.73605343,18.21510532,16.37267318,18.04015855,18.55613137,19.19026357,14.23723981,17.16957977,20.33974929,15.70864345,19.92187879,15.63892528,16.0511793,20.33255589,20.65636307,19.99307715,16.37851102,17.69778543,18.35764629,15.76166328,18.29625727,19.19124976,17.72534035,14.63584087,18.147556,16.29061335,17.0740998,17.87571213,16.94402688,18.58770759,18.21957847,19.5942517,18.56190538,17.88785159,19.73214705,18.90775165,17.80455587,18.80985987,19.26410752,20.41489251,5117,M,2016,200,55
2005_C_2018_P4_N0_B_20180429_CABBI,18.78492058,14.28008451,20.99002878,20.5138505,17.0705904,14.33825902,18.31560771,20.03326651,19.69032108,14.45868228,18.40086112,19.15402644,19.76685785,19.20389091,17.47074588,20.24028537,16.39537028,16.73927659,17.33287589,18.6714029,20.7702128,18.63614425,17.96918736,22.51844052,18.06531569,18.3141893,17.4523127,18.63984215,19.50480537,19.28273646,18.05764253,18.93091346,18.77634662,18.77919031,17.8911774,17.62795768,18.07939792,19.48618595,13.2593717,18.16538361,18.46032529,14.79888082,17.46315558,18.63914296,17.3186855,20.63642244,16.29316517,20.94718082,18.47759263,17.92813026,17.57334129,17.76224057,16.42421065,18.74374999,17.25193173,18.0165751,16.7252406,17.65671963,16.41291253,17.9920734,18.79022486,19.55960056,14.34933076,17.15460183,20.96746651,15.55425298,20.00720433,15.75852551,16.0925193,19.85769607,20.40009623,20.05744938,16.37319396,17.54159433,18.42117874,15.78753036,18.07848607,19.09575413,18.21572027,14.90937697,18.19399915,16.38959885,17.04840057,18.08248311,17.62816988,18.29787244,18.36445173,19.50864106,18.17909862,17.94658802,19.26755054,18.12677483,17.18888062,18.54470113,19.29713842,19.84966232,2005,C,2018,0,-10
2013_C_2018_P7_N0_A_20180429_CABBI,19.57426004,14.86387856,20.82599671,20.27146691,17.78595803,14.85044963,18.91976971,20.39225644,19.83434519,14.80626126,19.38111921,19.5966393,19.80978697,19.81673827,18.19511143,20.90219391,16.82753913,17.44247905,17.95832708,19.2117037,20.80044461,19.20020496,19.57404699,40,20.38538367,20.56713856,19.63198994,21.04208048,21.14887214,21.69999982,19.75402299,21.57672932,20.89293938,20.43489941,19.64867253,18.79575862,19.84794082,21.09117017,12.15960257,18.87591088,19.68801465,15.37783239,18.28229315,19.64468434,18.07304376,21.05112518,17.01170272,22.04700353,19.68033966,16.44324977,18.5655673,18.04224269,16.99174618,19.18248068,18.00830919,19.19570358,17.16647724,18.61919566,17.47144733,18.98776187,19.70796702,19.72613467,15.2042447,17.9351687,20.93337224,16.23740047,20.19774519,16.37571441,16.82218362,21.75090853,21.37529474,20.88380557,17.44729849,18.16405668,19.07493638,16.83900072,19.11720619,20.46755824,18.99588577,15.74669835,19.05075028,17.43440867,18.07219336,18.57146405,18.4344772,19.3418162,18.71279539,20.21327188,19.78298506,18.86728784,20.04260337,19.40507977,18.19142549,19.13434401,20.07678954,20.65276848,2013,C,2018,0,-10
2021_C_2018_P12_N200_C_20180429_CABBI,19.54255879,14.84412,22.38684998,21.64340748,17.25229971,14.4924926,18.90626179,20.17539937,20.4801049,17.33517921,20.00108581,20.08109154,20.2526011,19.55486246,18.64360749,20.75266721,17.0570189,17.70433893,18.17697419,20.4847419,21.71604647,19.45185585,17.74022898,21.72993458,19.41721257,18.21140217,18.73790355,19.87436359,21.07452053,20.89430711,18.96839651,20.89815011,19.99517495,20.2164242,19.00382644,18.65282582,19.29917563,20.1501879,13.24528748,18.0444073,18.87478542,14.3345372,17.35386364,18.76436693,17.20388946,20.78834704,16.12299649,20.49551049,18.60037236,17.83088604,17.39248154,17.69174059,16.11805966,18.85925603,16.98597432,18.84733495,16.984305,18.21469194,16.53899485,18.3117648,19.44089437,20.37708971,14.41709255,17.94894891,20.70527196,15.75009143,19.64533106,15.80187342,16.19637316,20.92325695,20.77548515,19.73236361,16.63118567,17.44303814,18.15741154,15.8677861,18.23742709,19.57893892,18.16896892,14.78337679,17.93596861,15.95775484,17.08267391,17.57694177,17.23022422,18.75899208,18.08688672,19.90337018,18.49921388,17.98301543,19.79211254,18.4900372,17.86682208,18.37655343,18.89202117,20.36483593,2021,C,2018,200,-10
5054_M_2015_P30_N200_B_20180703_CABBI,18.91744844,14.27327018,20.99780809,19.66881011,16.93534444,14.19416361,17.97476204,19.2374075,19.9753009,13.99151404,18.97073825,18.93841292,19.77447436,19.04062503,17.97345031,20.35083968,16.38397009,16.9128518,17.34835801,20.25247843,20.64293276,18.39539605,17.99076189,21.54329429,17.99746346,18.47900743,17.34077909,18.24364914,18.94465165,19.57103714,17.72830408,18.26209713,18.11706675,18.52354914,17.9026278,17.31753142,17.66247002,19.31361674,12.82342784,19.09446207,19.48405504,14.93941738,18.3321857,19.55638979,18.1257833,21.32518112,16.63371769,20.74994053,19.24265762,17.67704147,18.0124229,17.96673538,17.01609594,19.45281784,17.44898134,19.49942231,17.1369219,18.69247137,17.34390937,18.66577125,19.23895966,19.47832155,14.72129523,18.97454877,20.92183758,16.76285586,21.42771618,16.18047485,16.44561364,21.36828997,20.16940167,21.13332474,17.11190537,18.04506754,18.91637554,16.59209482,18.98469012,20.78525835,18.41834389,15.1760229,18.73552495,16.51195183,17.46853538,17.92557445,17.812624,18.2109913,18.50319614,19.51720339,18.61101701,17.89309815,19.56534404,18.64512131,17.91263783,18.89560699,19.20242128,20.24332793,5054,M,2015,200,55
5062_M_2016_P37_N400_B_20180703_CABBI,21.96078042,17.16290719,22.11913694,21.71658122,19.77354786,16.95921037,20.58854538,40,21.28229024,11.31943438,21.75615971,22.91028388,21.99267108,21.68003658,21.00410726,22.03237029,19.31182876,19.33768445,20.13607315,22.57856201,40,21.2588941,20.42804293,40,20.26697766,20.56100821,20.10070295,21.14771601,20.49457241,22.29648504,19.76529021,20.71277379,20.31974271,20.74568892,20.18704645,19.31451117,20.26812282,21.12260677,10.52304667,21.20899309,21.31972092,17.65940011,20.65704892,22.76332592,20.14308576,40,20.00497086,22.85035176,21.84538723,14.4171022,20.54699123,20.86494426,19.75547758,40,20.49114375,21.98055293,19.39170936,20.91391093,20.59067804,20.71187963,40,21.88140008,17.78004272,19.09410378,40,18.70114337,40,18.73573624,19.16558796,40,40,40,19.57458381,20.66230027,21.74753277,19.00729532,21.97831028,40,20.43164308,17.93905909,21.42396747,18.7873599,19.99123129,21.18722808,20.30265671,21.65727031,21.44921759,21.65595023,21.69585499,20.27590272,40,20.5943731,20.97711308,19.5204376,21.84528596,22.47380989,5062,M,2016,400,55
5070_M_2015_P44_N0_B_20180703_CABBI,19.34270141,15.0968954,20.57956469,20.81183939,17.71097845,14.78399656,18.67831947,20.00602693,19.97258392,12.92793683,19.22580478,19.56761728,19.9216424,19.70546867,18.30354457,20.97450023,16.89790145,17.55201708,18.0947342,20.4267167,21.69790718,19.56091648,18.11670384,20.8555234,18.87050109,18.19599567,17.93507188,19.0893181,19.61751606,19.66221778,18.25036139,18.987822,18.90765931,18.86561814,18.18957696,17.77229001,18.16614813,19.31416818,12.06468678,18.9224947,19.9852869,15.64933979,18.15128857,19.37579661,18.4479055,21.52873678,17.21998316,22.14231985,19.47225743,16.76103148,18.70594201,18.42642528,17.74847572,19.88837112,17.85382874,19.38690308,17.54381225,18.39272769,17.90486283,18.52012796,20.0181874,19.8872499,15.17144241,17.92748362,20.38102567,16.52149155,20.915801,16.55048319,17.01496852,20.58569518,20.63160646,21.08564107,17.27422014,18.14965622,19.61916917,16.75131175,18.92947064,21.04341323,19.18003308,15.69720649,19.17065353,17.03311038,17.49321018,18.67780945,17.98921142,19.43285375,18.7819892,19.74896188,18.91190167,18.83947821,20.00985662,19.04764532,17.77443736,18.57904053,19.40855532,20.66804406,5070,M,2015,0,55
5078_C_2018_P35_N0_B_20180703_CABBI,19.66145187,14.44511931,21.7798551,20.50288538,17.25378085,14.43861454,18.09075952,19.79593991,19.67843934,14.06390552,19.2957282,19.46093995,20.82088053,19.28006847,17.90351232,20.02483723,16.64513017,17.26182835,17.50763915,19.84422073,20.48876731,19.44734404,18.1540586,21.9989277,19.4537097,18.79342893,18.73045113,20.45284123,21.46609546,20.34301708,18.91216436,20.62042878,19.55765676,19.66702639,19.38129584,18.42549617,19.12546712,20.22750209,12.32772383,19.08337506,20.24976425,15.28469164,18.04857272,19.72992782,18.392658,20.86504809,16.89810507,21.3734685,19.32044052,17.06260888,18.38345524,18.35460296,17.31455739,19.50744725,17.68143979,19.21948368,17.61175352,18.41440814,17.83862063,18.91240953,19.80306288,20.15525077,15.18340944,17.70660865,21.14654807,16.71788787,20.28318496,16.35762162,16.94966148,20.18978421,21.98187501,20.61945414,17.4924316,18.35209149,19.34492124,16.81651948,19.07184609,20.65121392,18.48278192,15.41128919,18.83325335,16.9212527,17.88711582,18.25249797,17.87581683,19.30517958,18.88973047,20.33133876,19.05529656,18.29622886,19.94297199,19.16251643,18.33969354,18.85724729,19.5253406,21.26534509,5078,C,2018,0,55
5086_C_2018_P43_N200_B_20180703_CABBI,19.71756859,15.25758651,21.42867776,21.22278582,17.84013562,15.0732827,18.58674488,20.04253383,20.37104019,13.67854725,19.3915783,19.572419,19.97748452,19.80699877,18.45455289,20.42956307,16.91229786,17.63054849,18.32674093,19.4259942,21.33217821,19.22679845,19.14210746,21.93803678,18.96947052,19.480162,17.94222038,19.35298661,19.68837949,20.74935287,18.78102524,19.51217637,19.23817836,19.45995429,18.32348146,18.4628791,18.6434353,19.68525373,11.8135991,19.73433582,20.22997426,15.82026171,18.66080087,19.65001555,18.57560053,22.38937953,17.40344707,21.67924922,19.83345913,16.19186357,19.19608748,18.58622901,17.5571804,20.11013825,18.0729562,19.74396947,18.25925012,19.43090581,18.155488,19.72140855,20.29103161,20.53860315,15.81433803,17.44508301,21.36280325,16.82886146,21.31556737,16.83345512,17.13523615,21.3153844,21.05326705,21.72284567,17.85861195,19.10658308,19.74344576,17.02600071,19.65641897,21.15045145,19.07849197,16.34738256,19.26668407,17.74992251,18.34658951,19.09994539,18.7748627,19.71190219,19.16678744,19.65545252,19.26006315,18.8474743,20.38593948,19.46842438,18.39060238,18.81116235,20.02818436,20.64989307,5086,C,2018,200,55
5094_M_2017_P48_N400_B_20180703_CABBI,19.83589814,15.07028443,22.86187733,20.88715675,17.63683482,15.15861867,18.81836374,20.41061344,19.58514443,11.10623915,19.31108863,20.35457338,21.80235451,19.56540777,18.3995128,21.18462496,16.88851233,17.55604965,18.0598538,20.68459771,22.32449141,19.53331947,19.49334745,21.73358136,17.8200161,19.62172136,18.11717001,19.60847357,19.72468974,19.56746205,18.47775917,19.14970047,18.80352273,20.0657931,18.412098,18.08401107,18.17251826,19.79812772,10.80201562,19.54209391,20.26444651,15.81939578,18.67992804,20.41193246,18.33341464,21.63426593,17.30893846,21.38843633,20.00434388,15.04988301,18.7235883,18.28669392,17.32089869,19.8918575,18.19872918,19.77968065,17.6654689,19.87589716,17.86462231,19.51889169,19.68126355,20.36225012,15.48094611,17.94340219,21.61858658,16.78944592,21.4114351,16.72531884,17.1602563,21.63315391,20.59202986,22.82505988,17.40193584,19.08458646,19.55676956,17.08235119,19.68566515,20.91540565,18.83145708,15.84415662,19.2238873,17.02086897,18.39512527,18.72198285,19.19598013,20.28101565,19.31330256,20.97069249,18.86307626,18.56710478,21.48357674,19.22823455,18.02654386,18.82767305,19.6257271,20.56043179,5094,M,2017,400,55
5102_M_2015_P55_N0_B_20180703_CABBI,19.0702962,14.45399439,20.41622311,20.63537099,17.14049181,14.31098315,18.38794272,20.29136616,19.64346094,16.13781393,19.32963229,19.67854512,20.18876585,19.65459068,17.85750318,20.55290682,16.68976629,17.1553814,17.67754891,20.07107156,21.26340035,18.90066146,18.33414545,22.59017237,18.1418479,18.45262483,17.45859427,18.8998058,19.5951298,19.92249465,18.1029393,19.24564675,18.79404353,19.39986167,18.28787212,17.59615821,18.04232806,19.73853033,16.1327782,18.88381284,19.5243349,14.98289371,18.19638068,19.25031213,18.03902737,20.6102937,16.8464063,21.07420811,19.05108789,19.84747536,17.93133775,17.86927905,17.02843677,19.37868918,17.41541813,19.31164056,17.71342794,19.35167123,17.64316227,18.87335777,19.23042838,20.24914413,15.238256,18.94389033,20.87364104,16.75445932,20.28544832,16.38090053,16.90862527,21.85499478,20.75870644,20.61647031,17.40289127,18.57885514,19.32848143,17.15333695,19.27829703,20.91747725,18.6495984,15.80119766,19.11576458,17.17323146,17.91445537,18.92231823,18.56905596,19.42022863,19.01112821,20.29160035,19.07665001,18.58077914,19.80238029,18.85818176,18.37988341,18.73915675,19.47738417,20.54247067,5102,M,2015,0,55
5110_C_2018_P13_N300_BULK_DNA_20180703_CABBI,19.71476005,14.46839437,21.62628764,20.18548355,17.3344819,14.55487318,18.20912983,20.25048632,19.41238345,12.26606803,18.88345655,19.57399652,20.31887756,19.40995645,17.99404662,20.08397052,16.84082871,17.32267906,17.71320982,19.79082162,21.28780255,18.66765539,18.16465949,21.13288901,18.20560204,18.71705451,17.33483422,19.22459393,19.72383412,20.25733432,18.03226407,18.83845305,18.63279161,18.94502105,18.13813323,17.76566751,18.25334887,19.45634403,11.36620119,19.21412709,19.53587218,15.27245,18.65646152,19.90797845,17.79729649,21.82449607,16.73338677,21.00089449,19.3147876,15.52918824,18.13413787,18.01474116,17.0606094,19.71620283,17.72632673,19.01449448,17.27930811,18.78991294,17.29366301,19.56362471,19.35967839,20.39232161,15.01749157,17.84458417,21.13450714,16.4142042,20.03987406,16.42228491,16.54823072,21.20022695,21.53457621,21.05932236,17.3338888,18.44712361,18.82956061,16.66404065,18.58275029,20.29276086,18.5730674,15.44925313,18.78883317,17.1481559,17.8167697,18.14555339,18.07765003,18.94793106,18.79569532,20.9398697,19.14090966,18.58577536,20.19049542,19.52685847,18.41883224,18.54506482,19.36577941,20.85635962,5110,C,2018,300,55
5118_M_2015_P4_N0_BULK_DNA_20180703_CABBI,19.47101175,14.71223148,21.04527852,21.06175487,17.8455218,14.57639961,18.42659052,19.92321633,19.79831708,12.8754715,19.49212022,19.19252871,20.50743653,19.26369939,18.30942819,20.14149149,16.76682717,17.5913573,17.79494115,18.79542802,21.2786734,18.81042806,17.85961181,21.1289219,19.00860176,18.54681024,17.47013745,18.60406564,19.65824462,19.90399159,18.21018249,18.88063343,18.83540681,18.73112859,18.00817439,17.5505116,18.11539924,19.60571449,11.90670743,18.39764289,19.50618867,15.10557826,17.64001857,19.2643535,17.80097878,21.11619315,16.57656888,21.57449398,19.37794106,16.38130129,18.05279749,18.03370028,17.42982216,19.49737782,17.41901516,19.19786712,17.18931281,18.54096025,17.49300238,18.33129331,19.40252861,19.31927247,14.85330251,18.02135086,20.59841394,16.1352686,20.21808591,16.33251895,16.70894623,20.88397326,21.65467832,21.41758885,17.05560158,17.93725903,18.85540217,16.56057016,19.25982057,20.52795648,18.27380688,15.58578523,18.90084725,17.01236929,17.85741247,18.33511322,18.11570448,19.03190151,18.55283336,19.44367691,18.82937348,18.11600635,19.36523683,19.02679104,17.48961037,18.29378673,19.05788535,20.82423206,5118,M,2015,0,55
